,year_released,reporting_year,race,sex,age_at_release,conviction_class,convicting_type,conviction_subtype,release_type,supervising_district,recidivism,recidivism_type,days_to_recidivism,new_conviction_class,new_conviction_type,new_conviction_subtype,target_poulation,sort_number,initial_supervision_status,recidivism_supervision_status
4865,2011,2014,Black - Non-Hispanic,,35-44,D Felony,Public Order,Other Public Order,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,258.0,D Felony,Public Order,Other Public Order,No,,,
4866,2011,2014,White - Non-Hispanic,,25-34,D Felony,Drug,Drug Possession,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
4867,2011,2014,White - Non-Hispanic,,25-34,D Felony,Drug,Drug Possession,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
4868,2011,2014,White - Non-Hispanic,,25-34,D Felony,Drug,Drug Possession,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
4869,2011,2014,White - Non-Hispanic,,25-34,D Felony,Drug,Drug Possession,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
4870,2011,2014,White - Non-Hispanic,,25-34,D Felony,Drug,Drug Possession,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
4871,2011,2014,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Property,Forgery/Fraud,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,343.0,C Felony,Drug,Trafficking,No,,,
4872,2011,2014,White - Non-Hispanic,,35-44,D Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,957.0,D Felony,Property,Forgery/Fraud,No,,,
4873,2011,2014,White - Hispanic,,35-44,D Felony,Public Order,OWI,Parole,4JD,Yes,Parole,224.0,,,,Yes,,,
4874,2011,2014,White - Non-Hispanic,,Under 25,D Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,835.0,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,,,
4875,2011,2014,White - Non-Hispanic,,45-54,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,1JD,Yes,Parole,745.0,D Felony,Drug,Drug Possession,Yes,,,
4876,2011,2014,White - Non-Hispanic,,35-44,D Felony,Violent,Assault,Parole,5JD,No,Parole,,,,,Yes,,,
4877,2011,2014,White - Non-Hispanic,,25-34,C Felony,Property,Burglary,Parole,2JD,Yes,Parole,230.0,D Felony,Violent,Assault,Yes,,,
4878,2011,2014,White - Non-Hispanic,,45-54,C Felony,Property,Theft,Parole,Interstate Compact,No,Parole,,,,,No,,,
4879,2011,2014,Black - Non-Hispanic,,35-44,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
4880,2011,2014,Black - Non-Hispanic,,35-44,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
4881,2011,2014,Black - Non-Hispanic,,25-34,B Felony,Drug,Trafficking,Parole,5JD,Yes,Parole,750.0,Serious Misdemeanor,Violent,Assault,Yes,,,
4882,2011,2014,White - Non-Hispanic,,35-44,D Felony,Property,Forgery/Fraud,Parole,6JD,No,Parole,,,,,Yes,,,
4883,2011,2014,White - Non-Hispanic,,35-44,D Felony,Property,Forgery/Fraud,Parole,6JD,No,Parole,,,,,Yes,,,
4884,2011,2014,Black - Non-Hispanic,,Under 25,D Felony,Property,Burglary,Parole,1JD,No,Parole,,,,,Yes,,,
4885,2011,2014,White - Non-Hispanic,,55 and Older,Aggravated Misdemeanor,Public Order,Alcohol,Parole,5JD,Yes,Parole,23.0,,,,Yes,,,
4886,2011,2014,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Other,Other Criminal,Special Sentence,4JD,Yes,Special Sentence,424.0,,,,Yes,,,
4887,2011,2014,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Violent,Sex,Special Sentence,8JD,No,Special Sentence,,,,,Yes,,,
4888,2011,2014,Black - Non-Hispanic,,35-44,Aggravated Misdemeanor,Violent,Assault,Parole,1JD,No,Parole,,,,,Yes,,,
4889,2011,2014,Black - Non-Hispanic,,35-44,C Felony,Drug,Trafficking,Parole,7JD,Yes,Parole,484.0,,,,Yes,,,
4890,2011,2014,White - Non-Hispanic,,25-34,D Felony,Property,Burglary,Parole,2JD,No,Parole,,,,,Yes,,,
4891,2011,2014,White - Non-Hispanic,,25-34,D Felony,Property,Burglary,Parole,2JD,No,Parole,,,,,Yes,,,
4892,2011,2014,White - Non-Hispanic,,25-34,D Felony,Property,Burglary,Parole,2JD,No,Parole,,,,,Yes,,,
4893,2011,2014,White - Non-Hispanic,,25-34,D Felony,Property,Burglary,Parole,2JD,No,Parole,,,,,Yes,,,
4894,2011,2014,White - Non-Hispanic,,25-34,D Felony,Property,Burglary,Parole,2JD,No,Parole,,,,,Yes,,,
4895,2011,2014,White - Non-Hispanic,,25-34,D Felony,Property,Burglary,Parole,2JD,No,Parole,,,,,Yes,,,
4896,2011,2014,White - Non-Hispanic,,35-44,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,483.0,Aggravated Misdemeanor,Violent,Assault,No,,,
4897,2011,2014,White - Non-Hispanic,,35-44,C Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,636.0,C Felony,Drug,Trafficking,No,,,
4898,2011,2014,White - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Property,Burglary,Parole,5JD,Yes,Parole,105.0,,,,Yes,,,
4899,2011,2014,White - Non-Hispanic,,45-54,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,719.0,Aggravated Misdemeanor,Public Order,Alcohol,No,,,
4900,2011,2014,White - Non-Hispanic,,45-54,D Felony,Property,Forgery/Fraud,Parole,2JD,No,Parole,,,,,No,,,
4901,2011,2014,White - Non-Hispanic,,Under 25,D Felony,Property,Burglary,Parole,8JD,Yes,Parole,390.0,,,,Yes,,,
4902,2011,2014,Black - Non-Hispanic,,Under 25,D Felony,Property,Theft,Parole,6JD,No,Parole,,,,,Yes,,,
4903,2011,2014,Black - Non-Hispanic,,Under 25,C Felony,Property,Theft,Parole,Interstate Compact,No,Parole,,,,,Yes,,,
4904,2011,2014,White - Non-Hispanic,,25-34,D Felony,Drug,Drug Possession,Parole,Interstate Compact,No,Parole,,,,,No,,,
4905,2011,2014,White - Non-Hispanic,,25-34,D Felony,Drug,Drug Possession,Parole,Interstate Compact,No,Parole,,,,,No,,,
4906,2011,2014,White - Non-Hispanic,,Under 25,D Felony,Violent,Assault,Parole,7JD,Yes,Parole,252.0,Aggravated Misdemeanor,Violent,Assault,Yes,,,
4907,2011,2014,White - Non-Hispanic,,45-54,Aggravated Misdemeanor,Public Order,Alcohol,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,314.0,D Felony,Drug,Drug Possession,No,,,
4908,2011,2014,White - Non-Hispanic,,35-44,Aggravated Misdemeanor,Public Order,OWI,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
4909,2011,2014,American Indian or Alaska Native - Non-Hispanic,,Under 25,D Felony,Property,Vandalism,Parole,6JD,No,Parole,,,,,Yes,,,
4910,2011,2014,White - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Public Order,Traffic,Parole,5JD,Yes,Parole,711.0,Aggravated Misdemeanor,Violent,Other Violent,Yes,,,
4911,2011,2014,White - Non-Hispanic,,35-44,C Felony,Drug,Trafficking,Parole,6JD,No,Parole,,,,,Yes,,,
4912,2011,2014,White - Non-Hispanic,,Under 25,C Felony,Property,Burglary,Parole,5JD,No,Parole,,,,,Yes,,,
4913,2011,2014,White - Non-Hispanic,,Under 25,C Felony,Property,Burglary,Parole,5JD,No,Parole,,,,,Yes,,,
4914,2011,2014,White - Non-Hispanic,,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,6JD,Yes,Parole,791.0,,,,Yes,,,
4915,2011,2014,White - Non-Hispanic,,25-34,D Felony,Property,Theft,Parole,8JD,No,Parole,,,,,Yes,,,
4916,2011,2014,White - Non-Hispanic,,Under 25,D Felony,Property,Burglary,Parole,Interstate Compact,No,Parole,,,,,No,,,
4917,2011,2014,White - Non-Hispanic,,Under 25,D Felony,Property,Burglary,Parole,Interstate Compact,No,Parole,,,,,No,,,
4918,2011,2014,White - Non-Hispanic,,35-44,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
4919,2011,2014,White - Non-Hispanic,,35-44,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
4920,2011,2014,Black - Non-Hispanic,,Under 25,D Felony,Violent,Other Violent,Parole,1JD,Yes,Parole,218.0,,,,Yes,,,
4921,2011,2014,Black - Non-Hispanic,,35-44,Aggravated Misdemeanor,Property,Theft,Parole,8JD,No,Parole,,,,,Yes,,,
4922,2011,2014,White - Non-Hispanic,,25-34,D Felony,Property,Burglary,Parole,1JD,Yes,Parole,538.0,C Felony,Drug,Trafficking,Yes,,,
4923,2011,2014,White - Non-Hispanic,,35-44,D Felony,Violent,Assault,Parole,2JD,Yes,Parole,584.0,,,,Yes,,,
4924,2011,2014,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Other,Other Criminal,Special Sentence,5JD,No,Special Sentence,,,,,Yes,,,
4925,2011,2014,Black - Non-Hispanic,,Under 25,D Felony,Drug,Trafficking,Parole,5JD,No,Parole,,,,,Yes,,,
4926,2011,2014,Black - Non-Hispanic,,Under 25,D Felony,Drug,Trafficking,Parole,5JD,No,Parole,,,,,Yes,,,
4927,2011,2014,Black - Non-Hispanic,,Under 25,D Felony,Drug,Trafficking,Parole,5JD,No,Parole,,,,,Yes,,,
4928,2011,2014,Black - Non-Hispanic,,Under 25,D Felony,Drug,Trafficking,Parole,5JD,No,Parole,,,,,Yes,,,
4929,2011,2014,White - Non-Hispanic,,25-34,C Felony,Violent,Sex,Parole,5JD,No,Parole,,,,,Yes,,,
4930,2011,2014,White - Non-Hispanic,,35-44,C Felony,Property,Theft,Parole,6JD,Yes,Parole,418.0,Aggravated Misdemeanor,Property,Theft,Yes,,,
4931,2011,2014,Black - Non-Hispanic,,55 and Older,D Felony,Public Order,OWI,Parole,5JD,Yes,Parole,94.0,D Felony,Public Order,OWI,Yes,,,
4932,2011,2014,White - Non-Hispanic,,35-44,Aggravated Misdemeanor,Public Order,Alcohol,Parole,1JD,Yes,Parole,248.0,,,,Yes,,,
4933,2011,2014,American Indian or Alaska Native - Non-Hispanic,,25-34,D Felony,Public Order,OWI,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
4934,2011,2014,American Indian or Alaska Native - Non-Hispanic,,25-34,D Felony,Public Order,OWI,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
4935,2011,2014,Black - Non-Hispanic,,55 and Older,D Felony,Property,Forgery/Fraud,Parole,Interstate Compact,No,Parole,,,,,No,,,
4936,2011,2014,White - Non-Hispanic,,35-44,B Felony,Drug,Trafficking,Parole,1JD,No,Parole,,,,,Yes,,,
4937,2011,2014,White - Non-Hispanic,,35-44,B Felony,Drug,Trafficking,Parole,1JD,No,Parole,,,,,Yes,,,
4938,2011,2014,White - Non-Hispanic,,35-44,B Felony,Drug,Trafficking,Parole,1JD,No,Parole,,,,,Yes,,,
4939,2011,2014,White - Non-Hispanic,,35-44,B Felony,Drug,Trafficking,Parole,1JD,No,Parole,,,,,Yes,,,
4940,2011,2014,White - Non-Hispanic,,35-44,B Felony,Drug,Trafficking,Parole,1JD,No,Parole,,,,,Yes,,,
4941,2011,2014,White - Non-Hispanic,,35-44,B Felony,Drug,Trafficking,Parole,1JD,No,Parole,,,,,Yes,,,
4942,2011,2014,White - Non-Hispanic,,35-44,B Felony,Drug,Trafficking,Parole,1JD,No,Parole,,,,,Yes,,,
4943,2011,2014,White - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Violent,Sex,Special Sentence,8JD,Yes,Special Sentence,68.0,,,,Yes,,,
4944,2011,2014,White - Non-Hispanic,,35-44,C Felony,Drug,Trafficking,Parole,2JD,Yes,Parole,210.0,Aggravated Misdemeanor,Public Order,OWI,Yes,,,
4945,2011,2014,White - Non-Hispanic,,25-34,C Felony,Property,Theft,Parole,1JD,Yes,Parole,161.0,,,,Yes,,,
4946,2011,2014,White - Non-Hispanic,,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,5JD,Yes,Parole,140.0,Aggravated Misdemeanor,Public Order,OWI,Yes,,,
4947,2011,2014,White - Non-Hispanic,,Under 25,D Felony,Property,Burglary,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,821.0,D Felony,Property,Theft,No,,,
4948,2011,2014,White - Hispanic,,Under 25,D Felony,Violent,Sex,Parole,Interstate Compact,No,Parole,,,,,No,,,
4949,2011,2014,White - Hispanic,,Under 25,D Felony,Violent,Sex,Parole,Interstate Compact,No,Parole,,,,,No,,,
4950,2011,2014,Black - Non-Hispanic,,25-34,C Felony,Violent,Robbery,Parole,1JD,No,Parole,,,,,Yes,,,
4951,2011,2014,White - Non-Hispanic,,Under 25,D Felony,Property,Vandalism,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
4952,2011,2014,White - Non-Hispanic,,Under 25,D Felony,Property,Vandalism,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
4953,2011,2014,White - Non-Hispanic,,Under 25,D Felony,Property,Vandalism,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
4954,2011,2014,White - Non-Hispanic,,Under 25,D Felony,Property,Vandalism,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
4955,2011,2014,White - Non-Hispanic,,Under 25,D Felony,Property,Vandalism,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
4956,2011,2014,White - Non-Hispanic,,Under 25,D Felony,Property,Vandalism,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
4957,2011,2014,White - Non-Hispanic,,35-44,C Felony,Drug,Trafficking,Parole,5JD,Yes,Parole,388.0,,,,Yes,,,
4958,2011,2014,Asian or Pacific Islander - Non-Hispanic,,25-34,D Felony,Violent,Assault,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
4959,2011,2014,White - Non-Hispanic,,45-54,C Felony,Drug,Trafficking,Parole,4JD,No,Parole,,,,,Yes,,,
4960,2011,2014,White - Non-Hispanic,,25-34,D Felony,Violent,Assault,Parole,2JD,Yes,Parole,428.0,Serious Misdemeanor,Public Order,Flight/Escape,Yes,,,
4961,2011,2014,White - Non-Hispanic,,25-34,D Felony,Violent,Sex,Special Sentence,6JD,No,Special Sentence,,,,,Yes,,,
4962,2011,2014,White - Non-Hispanic,,35-44,C Felony,Property,Burglary,Parole,5JD,No,Parole,,,,,Yes,,,
4963,2011,2014,White - Non-Hispanic,,45-54,Aggravated Misdemeanor,Public Order,Traffic,Parole,1JD,No,Parole,,,,,Yes,,,
4964,2011,2014,White - Non-Hispanic,,25-34,B Felony,Drug,Trafficking,Parole,5JD,Yes,Parole,787.0,Aggravated Misdemeanor,Drug,Drug Possession,Yes,,,
4965,2011,2014,Black - Non-Hispanic,,Under 25,C Felony,Drug,Trafficking,Parole,1JD,Yes,Parole,644.0,Aggravated Misdemeanor,Violent,Assault,Yes,,,
4966,2011,2014,Black - Non-Hispanic,,Under 25,D Felony,Property,Burglary,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,995.0,Aggravated Misdemeanor,Violent,Assault,No,,,
4967,2011,2014,White - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,331.0,,,,No,,,
4968,2011,2014,White - Non-Hispanic,,25-34,D Felony,Drug,Trafficking,Parole,3JD,No,Parole,,,,,Yes,,,
4969,2011,2014,White - Non-Hispanic,,25-34,D Felony,Drug,Trafficking,Parole,3JD,No,Parole,,,,,Yes,,,
4970,2011,2014,White - Non-Hispanic,,25-34,D Felony,Drug,Trafficking,Parole,3JD,No,Parole,,,,,Yes,,,
4971,2011,2014,White - Non-Hispanic,,25-34,D Felony,Drug,Trafficking,Parole,3JD,No,Parole,,,,,Yes,,,
4972,2011,2014,White - Non-Hispanic,,25-34,D Felony,Public Order,Weapons,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
4973,2011,2014,White - Non-Hispanic,,25-34,D Felony,Public Order,Weapons,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
4974,2011,2014,White - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Parole,8JD,Yes,Parole,476.0,B Felony,Drug,Trafficking,Yes,,,
4975,2011,2014,White - Non-Hispanic,,Under 25,D Felony,Property,Burglary,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,386.0,D Felony,Drug,Drug Possession,No,,,
4976,2011,2014,White - Non-Hispanic,,45-54,Aggravated Misdemeanor,Property,Burglary,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
4977,2011,2014,White - Hispanic,,Under 25,Aggravated Misdemeanor,Violent,Other Violent,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
4978,2011,2014,Black - Non-Hispanic,,35-44,Aggravated Misdemeanor,Public Order,Weapons,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,377.0,Aggravated Misdemeanor,Violent,Assault,No,,,
4979,2011,2014,White - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Other,Other Criminal,Special Sentence,4JD,Yes,Special Sentence,130.0,,,,Yes,,,
4980,2011,2014,Black - Non-Hispanic,,35-44,Aggravated Misdemeanor,Property,Vandalism,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
4981,2011,2014,Black - Non-Hispanic,,35-44,Aggravated Misdemeanor,Property,Vandalism,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
4982,2011,2014,Black - Non-Hispanic,,35-44,Aggravated Misdemeanor,Property,Vandalism,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
4983,2011,2014,American Indian or Alaska Native - Non-Hispanic,,45-54,D Felony,Property,Forgery/Fraud,Parole,5JD,Yes,Parole,580.0,D Felony,Property,Forgery/Fraud,Yes,,,
4984,2011,2014,Black - Non-Hispanic,,35-44,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,584.0,Aggravated Misdemeanor,Violent,Assault,No,,,
4985,2011,2014,White - Non-Hispanic,,45-54,D Felony,Violent,Other Violent,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
4986,2011,2014,White - Non-Hispanic,,55 and Older,Aggravated Misdemeanor,Violent,Kidnap,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
4987,2011,2014,White - Non-Hispanic,,45-54,D Felony,Property,Forgery/Fraud,Parole,8JD,Yes,Parole,202.0,D Felony,Property,Burglary,No,,,
4988,2011,2014,Black - Non-Hispanic,,35-44,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
4989,2011,2014,Black - Non-Hispanic,,35-44,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
4990,2011,2014,Black - Non-Hispanic,,35-44,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
4991,2011,2014,Black - Non-Hispanic,,35-44,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
4992,2011,2014,White - Non-Hispanic,,45-54,C Felony,Property,Arson,Parole,3JD,No,Parole,,,,,Yes,,,
4993,2011,2014,Black - Non-Hispanic,,25-34,D Felony,Property,Vandalism,Parole,5JD,No,Parole,,,,,Yes,,,
4994,2011,2014,White - Non-Hispanic,,55 and Older,D Felony,Public Order,OWI,Parole,6JD,No,Parole,,,,,Yes,,,
4995,2011,2014,White - Non-Hispanic,,35-44,Aggravated Misdemeanor,Public Order,Alcohol,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
4996,2011,2014,White - Non-Hispanic,,35-44,Aggravated Misdemeanor,Public Order,Alcohol,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
4997,2011,2014,White - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,793.0,C Felony,Drug,Trafficking,No,,,
4998,2011,2014,White - Non-Hispanic,,35-44,D Felony,Drug,Trafficking,Parole,7JD,No,Parole,,,,,Yes,,,
4999,2011,2014,White - Non-Hispanic,,35-44,D Felony,Violent,Sex,Special Sentence,4JD,No,Special Sentence,,,,,Yes,,,
5000,2011,2014,Black - Non-Hispanic,,35-44,B Felony,Violent,Other Violent,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
5001,2011,2014,White - Non-Hispanic,,35-44,C Felony,Drug,Trafficking,Parole,8JD,Yes,Parole,619.0,,,,Yes,,,
5002,2011,2014,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Other,Other Criminal,Special Sentence,2JD,Yes,Special Sentence,182.0,,,,Yes,,,
5003,2011,2014,White - Non-Hispanic,,25-34,D Felony,Violent,Assault,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,609.0,C Felony,Drug,Trafficking,No,,,
5004,2011,2014,White - Non-Hispanic,,25-34,D Felony,Public Order,OWI,Parole,1JD,Yes,Parole,388.0,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,,,
5005,2011,2014,White - Non-Hispanic,,Under 25,D Felony,Drug,Other Drug,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
5006,2011,2014,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Property,Theft,Parole,5JD,No,Parole,,,,,Yes,,,
5007,2011,2014,White - Non-Hispanic,,55 and Older,C Felony,Violent,Sex,Special Sentence,4JD,No,Special Sentence,,,,,Yes,,,
5008,2011,2014,White - Non-Hispanic,,35-44,Aggravated Misdemeanor,Public Order,Traffic,Parole,5JD,No,Parole,,,,,Yes,,,
5009,2011,2014,White - Non-Hispanic,,35-44,Aggravated Misdemeanor,Public Order,Traffic,Parole,5JD,No,Parole,,,,,Yes,,,
5010,2011,2014,White - Non-Hispanic,,Under 25,D Felony,Property,Burglary,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,303.0,C Felony,Drug,Trafficking,No,,,
5011,2011,2014,Black - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,334.0,C Felony,Property,Theft,No,,,
5012,2011,2014,Black - Non-Hispanic,,35-44,D Felony,Property,Forgery/Fraud,Parole,6JD,Yes,Parole,156.0,,,,Yes,,,
5013,2011,2014,White - Non-Hispanic,,35-44,Aggravated Misdemeanor,Public Order,Alcohol,Parole,2JD,No,Parole,,,,,Yes,,,
